mlb_rank,name,mlbid,PA_bp,PA_br,PA_fg,PA_agg_max,PA_agg_mean,PA_agg_median,PA_agg_min,PA_agg_std,baserun_raa_bp,baserun_raa_br,baserun_raa_fg,baserun_raa_agg_max,baserun_raa_agg_mean,baserun_raa_agg_median,baserun_raa_agg_min,baserun_raa_agg_std,baserun_waa_bp,baserun_waa_br,baserun_waa_fg,baserun_waa_agg_max,baserun_waa_agg_mean,baserun_waa_agg_median,baserun_waa_agg_min,baserun_waa_agg_std,bat_plus_bp,bat_plus_br,bat_plus_fg,bat_plus_agg_max,bat_plus_agg_mean,bat_plus_agg_median,bat_plus_agg_min,bat_plus_agg_std,bat_plus_sd_bp,bat_raa_bp,bat_raa_br,bat_raa_fg,bat_raa_agg_max,bat_raa_agg_mean,bat_raa_agg_median,bat_raa_agg_min,bat_raa_agg_std,bat_waa_bp,bat_waa_br,bat_waa_fg,bat_waa_agg_max,bat_waa_agg_mean,bat_waa_agg_median,bat_waa_agg_min,bat_waa_agg_std,field_raa_bp,field_raa_br,field_raa_fg,field_raa_agg_max,field_raa_agg_mean,field_raa_agg_median,field_raa_agg_min,field_raa_agg_std,field_waa_bp,field_waa_br,field_waa_fg,field_waa_agg_max,field_waa_agg_mean,field_waa_agg_median,field_waa_agg_min,field_waa_agg_std,league_name_br,name_x,name_y,pLI_fg,position_fg,position_primary_fg,positional_raa_br,positional_raa_fg,positional_waa_br,positional_waa_fg,raa_br,raa_noposadjust_bp,raa_noposadjust_br,raa_noposadjust_fg,raa_noposadjust_agg_max,raa_noposadjust_agg_mean,raa_noposadjust_agg_median,raa_noposadjust_agg_min,raa_noposadjust_agg_std,rar_bp,rar_br,rar_fg,rar_agg_max,rar_agg_mean,rar_agg_median,rar_agg_min,rar_agg_std,re24_fg,replacement_runs_br,replacement_runs_fg,replacement_runs_positional_bp,replacement_runs_positional_br,replacement_runs_positional_fg,replacement_runs_positional_agg_max,replacement_runs_positional_agg_mean,replacement_runs_positional_agg_median,replacement_runs_positional_agg_min,replacement_runs_positional_agg_std,replacement_wins_br,replacement_wins_fg,replacement_wins_positional_bp,replacement_wins_positional_br,replacement_wins_positional_fg,replacement_wins_positional_agg_max,replacement_wins_positional_agg_mean,replacement_wins_positional_agg_median,replacement_wins_positional_agg_min,replacement_wins_positional_agg_std,rewaa_fg,runs_per_win_bp,runs_per_win_br,runs_per_win_fg,runs_per_win_agg_max,runs_per_win_agg_mean,runs_per_win_agg_median,runs_per_win_agg_min,runs_per_win_agg_std,team_code_br,team_code_fg,waa_br,war_bp,war_br,war_fg,war_agg_max,war_agg_mean,war_agg_median,war_agg_min,war_agg_std,war_component_sum_bp,war_component_sum_br,war_component_sum_fg,war_component_sum_agg_max,war_component_sum_agg_mean,war_component_sum_agg_median,war_component_sum_agg_min,war_component_sum_agg_std,wpa_fg,wpali_fg
100,Will Smith,669257,482.0,482.0,482.0,482.0,482.0,482.0,482.0,0.0,-0.14575456,0.31,-1.4554101061075926,0.31,-0.4303882220358642,-0.14575456,-1.4554101061075926,0.7483004975095969,-0.014976159561227696,0.030470989761092145,-0.14954217539465414,0.030470989761092145,-0.044682448398263235,-0.014976159561227696,-0.14954217539465414,0.0764331193689382,100.000037735429,110.5178885385,106.20497025573955,110.5178885385,105.57429884322285,106.20497025573955,100.000037735429,4.316990170774052,12.9482891061919,-0.000100136,3.14,3.578348598065559,3.578348598065559,2.239416154021853,3.14,-0.000100136,1.5936566512921249,-1.0288890541902062e-05,0.3086416382252559,0.367672336085576,0.367672336085576,0.22543456180676336,0.3086416382252559,-1.0288890541902062e-05,0.16122487680652095,-6.72,2.0,-3.48783802986145,2.0,-2.735946009953816,-3.48783802986145,-6.72,3.599407933461704,-0.6904743992328618,0.1965870307167235,-0.3583724506384098,0.1965870307167235,-0.28408660638484934,-0.3583724506384098,-0.6904743992328618,0.3659310364156967,NL,Will Smith,Will Smith,1.0066217184066772,C,C,7.67,9.190957954153419,0.7539112627986347,0.944363269608419,13.1,-6.865854696,5.45,-1.3648995379034838,5.45,-0.926918077967828,-1.3648995379034838,-6.865854696,5.037455709825602,11.48427806854248,29.3,22.47184149790067,29.3,21.085373188814383,22.47184149790067,11.48427806854248,7.339014818708279,3.744000196456909,16.16,14.645783081650734,18.35013276454248,23.83,23.836741035804152,23.836741035804152,22.005624600115542,23.83,18.35013276454248,2.584824530517423,1.588423208191126,1.504842005148453,1.8854608476846313,2.3423344709897607,2.449205274756872,2.449205274756872,2.225666864477088,2.3423344709897607,1.8854608476846313,0.24448645848089978,0.4358112812042236,9.732439041137695,10.173611111111112,9.732439041137694,10.173611111111112,9.879496397795501,9.732439041137695,9.732439041137694,0.20797050823220664,LAD,LAD,1.35,1.18,2.88,2.308962984809384,2.88,2.122987661603128,2.308962984809384,1.18,0.7063710618984206,1.18,2.878034129692832,2.308962984809384,2.878034129692832,2.1223323715007383,2.308962984809384,1.18,0.7056690516894324,0.8629892468452454,0.2260595858097076
101,Ernie Clement,676391,378.0,378.0,378.0,378.0,378.0,378.0,378.0,0.0,0.20507232,-0.73,0.5082058971747756,0.5082058971747756,-0.005573927608408126,0.20507232,-0.73,0.5269834546253008,0.021071009962989464,-0.07455319148936171,0.052217732371778396,0.052217732371778396,-0.000421483051531283,0.021071009962989464,-0.07455319148936171,0.05393923881638278,90.5748852926587,97.4163770847,96.43268292346612,97.4163770847,94.80798176694161,96.43268292346612,90.5748852926587,3.020070956247128,14.6671897877133,-4.1819,1.21,-1.563960546817837,1.21,-1.5119535156059456,-1.563960546817837,-4.1819,2.201541119454219,-0.4296867396059382,0.12357446808510639,-0.16069564270653933,0.12357446808510639,-0.15560263807579036,-0.16069564270653933,-0.4296867396059382,0.2258966504194118,1.15,16.0,4.576185703277588,16.0,7.242061901092529,4.576185703277588,1.15,6.348794999922278,0.11816154153538558,1.6340425531914895,0.4701992670012804,1.6340425531914895,0.7408011205760517,0.4701992670012804,0.11816154153538558,0.6477617014218834,AL,Ernie Clement,Ernie Clement,1.0152534246444702,3B,3B,3.51,3.0381310274824496,0.358468085106383,0.3121654309511402,20.0,-2.8268276799999996,16.48,3.5204310536345265,16.48,5.724534457878176,3.5204310536345265,-2.8268276799999996,8.03458991398036,10.705682945251466,32.9,18.0442591866439,32.9,20.54998071063179,18.0442591866439,10.705682945251466,9.232403358046684,-1.604398488998413,12.91,11.485697105526924,13.532510625251465,16.42,14.523828133009374,16.42,14.825446252753613,14.523828133009374,13.532510625251465,1.1979507057025793,1.318468085106383,1.180145804867459,1.3904541881075632,1.6769361702127663,1.4923112358185993,1.6769361702127663,1.519900531379643,1.4923112358185993,1.3904541881075632,0.11857166170688356,-0.1821545958518982,9.732439041137695,9.791666666666666,9.732439041137694,9.791666666666666,9.752181582980684,9.732439041137695,9.732439041137694,0.027920170430075556,TOR,TOR,2.13,1.1,3.36,1.8540325924851184,3.36,2.1046775308283725,1.8540325924851184,1.1,0.9395095045954637,1.1,3.3600000000000003,1.8540325924851189,3.3600000000000003,2.1046775308283734,1.8540325924851189,1.1,0.9395095045954638,-0.4603970050811767,-0.6983681321144104
102,Oneil Cruz,665833,533.0,533.0,533.0,533.0,533.0,533.0,533.0,0.0,0.9191328,3.2800000000000002,4.479131025262177,4.479131025262177,2.892754608420726,3.2800000000000002,0.9191328,1.4789334188173138,0.09444012915107412,0.316,0.46022697972517473,0.46022697972517473,0.2902223696254163,0.316,0.09444012915107412,0.15044017567131981,96.7383502437742,116.9358707296,113.03731182883752,116.9358707296,108.9038442674039,113.03731182883752,96.7383502437742,8.748299796909343,18.9280477359398,-2.0517,8.47,8.314021948309358,8.47,4.910773982769786,8.314021948309358,-2.0517,4.923624360076761,-0.2108104650157831,0.8160121951219512,0.8542588258880554,0.8542588258880554,0.4864868519980745,0.8160121951219512,-0.2108104650157831,0.4933108299556396,-8.89,-12.0,-3.2789251804351807,-3.2789251804351807,-8.056308393478394,-8.89,-12.0,3.6088380191967904,-0.9134400906518069,-1.1560975609756097,-0.33690682947775064,-0.33690682947775064,-0.8021481603683891,-0.9134400906518069,-1.1560975609756097,0.3435673480339832,NL,Oneil Cruz,Oneil Cruz,1.0745363235473633,SS,SS,6.61,6.152449465356767,0.6368170731707318,0.6321590548218387,6.4,-10.022567200000001,-0.2499999999999991,9.514227793136355,9.514227793136355,-0.2527798022878815,-0.2499999999999991,-10.022567200000001,7.975863399299791,6.423409767150879,24.6,31.86211788612765,31.86211788612765,20.961842551092843,24.6,6.423409767150879,10.699193424674673,2.502100944519043,18.21,16.195440627634525,16.44597696715088,24.82,22.347890092991292,24.82,21.204622353380724,22.347890092991292,16.44597696715088,3.512962783937758,1.7543780487804879,1.664068026440094,1.689810426516516,2.3911951219512195,2.2962270812619328,2.3911951219512195,2.1257442099098895,2.2962270812619328,1.689810426516516,0.3106803607309137,0.1863695532083511,9.732439041137695,10.379746835443038,9.732439041137695,10.379746835443038,9.948208305906142,9.732439041137695,9.732439041137695,0.3051438205788099,PIT,PIT,0.64,0.66,2.37,3.273806057397412,3.273806057397412,2.1012686857991376,2.37,0.66,1.0838689698931763,0.6600000000000001,2.367109756097561,3.273806057397412,3.273806057397412,2.100305271164991,2.367109756097561,0.6600000000000001,1.0836309338844572,0.6519705653190613,0.6013568043708801
103,Matt Vierling,663837,502.0,502.0,502.0,502.0,502.0,502.0,502.0,0.0,-0.04215952,3.02,2.2400531070306897,3.02,1.739297862343563,2.2400531070306897,-0.04215952,1.2993003483395478,-0.004331855542253842,0.30319367588932805,0.23016358978076207,0.30319367588932805,0.17634180337594543,0.23016358978076207,-0.004331855542253842,0.13118835476627616,96.8032350578156,106.3599684687,107.94326279019552,107.94326279019552,103.70215543890372,106.3599684687,96.8032350578156,4.920909946040783,14.9291590214126,-1.8907,3.11,4.624821000316938,4.624821000316938,1.9480403334389793,3.11,-1.8907,2.783955959473103,-0.19426784920082915,0.31222924901185767,0.4751965032371073,0.4751965032371073,0.19771930101604526,0.31222924901185767,-0.19426784920082915,0.2850497336007516,-0.93,1.0,-2.2012197971343994,1.0,-0.7104065990447999,-0.93,-2.2012197971343994,1.3160845954822722,-0.09555672489383356,0.10039525691699605,-0.2261734995544429,0.10039525691699605,-0.0737783225104268,-0.09555672489383356,-0.2261734995544429,0.13420758121558232,AL,Matt Vierling,Matt Vierling,0.911654531955719,OF,OF,1.04,0.8460656488314273,0.10441106719367589,0.08693254026613709,8.2,-2.8628595199999998,7.129999999999999,4.663654310213229,7.129999999999999,2.9769315967377423,4.663654310213229,-2.8628595199999998,4.250340024102325,15.377253684997559,25.3,20.76321188225766,25.3,20.48015518908507,20.76321188225766,15.377253684997559,4.055885799397873,-6.685099124908447,17.15,15.253491923213003,18.24011320499756,18.189999999999998,16.099557572044432,18.24011320499756,17.509890259013996,18.189999999999998,16.099557572044432,0.9974656382652571,1.721778656126482,1.5672835821255668,1.8741564296369166,1.8261897233201578,1.654216122391704,1.8741564296369166,1.784854091782926,1.8261897233201578,1.654216122391704,0.09442778727230655,-0.7235373258590698,9.732439041137695,9.960629921259843,9.732439041137695,9.960629921259843,9.808502667845078,9.732439041137695,9.732439041137695,0.1075702124928646,DET,DET,0.88,1.58,2.54,2.1334027158551305,2.54,2.0844675719517105,2.1334027158551305,1.58,0.3934429109215519,1.58,2.5420079051383397,2.1334027158551305,2.5420079051383397,2.08513687366449,2.1334027158551305,1.58,0.3942182103259928,-1.456506609916687,-0.5419709086418152
104,Jake Cronenworth,630105,586.0,586.0,586.0,586.0,586.0,586.0,586.0,0.0,-0.332242,-0.21,0.0329949855804443,0.0329949855804443,-0.16974900480651856,-0.21,-0.332242,0.1517994748992272,-0.03413758859373876,-0.019649122807017545,0.003390207268802711,0.003390207268802711,-0.0167988347106512,-0.019649122807017545,-0.03413758859373876,0.015452658288017675,111.618015432521,104.9421431969,109.88300710982794,111.618015432521,108.81438857974966,109.88300710982794,104.9421431969,2.8282240244487764,15.453890266506,7.9521,4.95,6.929192526023368,7.9521,6.61043084200779,6.929192526023368,4.95,1.2461561862777166,0.8170716473422084,0.4631578947368421,0.711968756930777,0.8170716473422084,0.6640660996699425,0.711968756930777,0.4631578947368421,0.14840200919639382,-0.65,-5.0,-0.855579674243927,-0.65,-2.168526558081309,-0.855579674243927,-5.0,2.0039123633255884,-0.06678695825913099,-0.4678362573099415,-0.08791009844783082,-0.06678695825913099,-0.20751110467230108,-0.08791009844783082,-0.4678362573099415,0.1842795622321621,NL,Jake Cronenworth,Jake Cronenworth,0.9118546843528748,1B/2B,1B,-2.6,-3.947395281866193,-0.2432748538011696,-0.40559157526505846,-2.9,6.969857999999999,-0.2599999999999998,6.106607837359886,6.969857999999999,4.2721552791199615,6.106607837359886,-0.2599999999999998,3.2240372016428664,25.20701711654663,17.1,19.96508161326824,25.20701711654663,20.757366243271623,19.96508161326824,17.1,3.3567561556955257,7.850000381469727,19.91,17.805869057774544,18.237159116546632,17.31,13.858473775908351,18.237159116546632,16.468544297484993,17.31,13.858473775908351,1.8840129338818972,1.862923976608187,1.8295382054294467,1.8738528995106614,1.6196491228070173,1.4239466301643882,1.8738528995106614,1.6391495508273557,1.6196491228070173,1.4239466301643882,0.18419032334156,0.9743310213088988,9.732439041137695,10.6875,9.732439041137695,10.6875,10.050792694091797,9.732439041137695,9.732439041137695,0.450220053638708,SDP,SDP,-0.3,2.59,1.6,2.0513954959161373,2.59,2.080465165305379,2.0513954959161373,1.6,0.40468817976214705,2.59,1.5953216374269004,2.051395495916137,2.59,2.0789057111143454,2.051395495916137,1.5953216374269004,0.4065414043677588,0.9472936391830444,0.433817058801651
105,Geraldo Perdomo,672695,313.0,313.0,313.0,313.0,313.0,313.0,313.0,0.0,0.0487148,3.08,1.91021020244807,3.08,1.67964166748269,1.91021020244807,0.0487148,1.2482104197401498,0.005005405098772175,0.3090335570469799,0.19627250624163903,0.3090335570469799,0.17010382279579703,0.19627250624163903,0.005005405098772175,0.12549071490015276,103.193912567041,105.0472678075,105.59625973104836,105.59625973104836,104.61248003519647,105.0472678075,103.193912567041,1.0278126545605066,13.9465504820898,1.1777,2.44,2.095743387622715,2.44,1.9044811292075714,2.095743387622715,1.1777,0.5327827957185716,0.12100769344889008,0.24481879194630873,0.21533588638616616,0.24481879194630873,0.19372079059378833,0.21533588638616616,0.12100769344889008,0.052805973793183844,3.38,9.0,-1.4676676988601685,9.0,3.6374441003799434,3.38,-1.4676676988601685,4.277283005371164,0.3472921829474811,0.9030201342281879,-0.15080163283392134,0.9030201342281879,0.3665035614472492,0.3472921829474811,-0.15080163283392134,0.43043535091917706,NL,Geraldo Perdomo,Geraldo Perdomo,0.95100736618042,SS,SS,4.63,4.545697200112045,0.46455369127516777,0.4670665987115872,19.2,4.6064148,14.52,2.5382858912106165,14.52,7.221566897070205,4.6064148,2.5382858912106165,5.229380690821088,14.69598295211792,29.8,16.594626461772204,29.8,20.363536471296708,16.594626461772204,14.69598295211792,6.717457095290282,-0.3176988363265991,10.69,9.510643370449545,10.08956815211792,15.32,14.05634057056159,15.32,13.155302907559836,14.05634057056159,10.08956815211792,2.2283410842217033,1.0725872483221477,0.9772106796918376,1.0366947185048567,1.5371409395973155,1.4442772784034248,1.5371409395973155,1.339370978835199,1.4442772784034248,1.0366947185048567,0.21735624186766797,-0.0611196160316467,9.732439041137695,9.966555183946488,9.732439041137697,9.966555183946488,9.810477755407293,9.732439041137697,9.732439041137695,0.11036340811022319,ARI,ARI,1.98,1.51,2.99,1.7050840381973085,2.99,2.0683613460657697,1.7050840381973085,1.51,0.6565454042735697,1.51,2.9940134228187922,1.7050840381973087,2.9940134228187922,2.0696991536720337,1.7050840381973087,1.51,0.6584234182758447,0.5936088562011719,0.0761513784527778
106,Pete CrowArmstrong,691718,333.0,333.0,333.0,333.0,333.0,333.0,333.0,0.0,1.58185216,3.75,5.185795960947871,5.185795960947871,3.5058827069826237,3.75,1.58185216,1.481395213902589,0.16253399104928642,0.37328767123287676,0.5328362128987623,0.5328362128987623,0.35621929172697514,0.37328767123287676,0.16253399104928642,0.1516562583847272,94.4370539897197,90.1996556918,89.38025919992573,94.4370539897197,91.33898962714848,90.1996556918,89.38025919992573,2.216055767754855,17.8828435909745,-2.1821,-6.87,-4.231107453604203,-2.1821,-4.427735817868068,-4.231107453604203,-6.87,1.9188709593099815,-0.22420895633423035,-0.6838630136986302,-0.43474276445194127,-0.22420895633423035,-0.44760491149493403,-0.43474276445194127,-0.6838630136986302,0.18787325378705974,6.97,11.0,7.4604878425598145,11.0,8.476829280853272,7.4604878425598145,6.97,1.7953527860180776,0.7161616908709891,1.0949771689497718,0.7665589078981483,1.0949771689497718,0.8592325892396365,0.7665589078981483,0.7161616908709891,0.1679615035616831,NL,Pete CrowArmstrong,Pete CrowArmstrong,0.9556384682655334,OF,OF,2.61,2.4445507070049644,0.2598082191780822,0.25117554774010714,10.5,6.369752159999999,7.88,8.415176349903483,8.415176349903483,7.554976169967827,7.88,6.369752159999999,0.8660909870320276,17.90768783569336,21.9,20.97807926892026,21.9,20.26192236820454,20.97807926892026,17.90768783569336,1.7067121675216654,2.2699999809265137,11.38,10.118352212011814,11.53793567569336,13.99,12.562902919016778,13.99,12.696946198236715,12.562902919016778,11.53793567569336,1.0055282403335308,1.1328036529680368,1.0396522566689517,1.185513274413955,1.392611872146119,1.2908278044090586,1.392611872146119,1.2896509836563774,1.2908278044090586,1.185513274413955,0.08455174343154266,0.1949170231819152,9.732439041137695,10.045871559633026,9.732439041137697,10.045871559633026,9.836916547302806,9.732439041137697,9.732439041137695,0.1477535061816172,CHC,CHC,1.1,1.84,2.18,2.155480160754028,2.18,2.0584933869180095,2.155480160754028,1.84,0.15482210377147765,1.84,2.1770136986301374,2.1554801607540277,2.1770136986301374,2.057497953128055,2.1554801607540277,1.84,0.1540453245520847,-0.1684547960758209,0.1000262945890426
107,Fernando Tatis Jr,665487,364.0,364.0,364.0,364.0,364.0,364.0,364.0,0.0,0.25400624,0.53,-0.5485754311084747,0.53,0.0784769362971751,0.25400624,-0.5485754311084747,0.4574852584084045,0.026098929459136624,0.051527777777777777,-0.056365668337579215,0.051527777777777777,0.007087012966445062,0.026098929459136624,-0.056365668337579215,0.04605314795759112,122.122109507466,126.1356971927,130.8055405889749,130.8055405889749,126.35444909638029,126.1356971927,122.122109507466,3.5483689335948445,19.042378840048,9.4859,10.73,13.416094926595294,13.416094926595294,11.210664975531765,10.73,9.4859,1.6400990121099517,0.9746683190004471,1.0431944444444443,1.3784925720970138,1.3784925720970138,1.1321184451806352,1.0431944444444443,0.9746683190004471,0.17644473219197662,-0.66,-3.0,1.0661702156066897,1.0661702156066897,-0.8646099281311034,-0.66,-3.0,1.6663000875370757,-0.06781444992465607,-0.29166666666666663,0.10954810105669642,0.10954810105669642,-0.08331100517820876,-0.06781444992465607,-0.29166666666666663,0.1641613634575705,NL,Fernando Tatis Jr,Fernando Tatis Jr,0.9006537199020386,SS/OF,SS,-2.55,-2.548593606799841,-0.24791666666666662,-0.26186586897973707,5.7,9.079906240000001,8.26,13.933689711093509,13.933689711093509,10.424531983697838,9.079906240000001,8.26,2.5038240789378294,20.243473205566406,18.0,22.445397020727,22.445397020727,20.229623408764468,20.243473205566406,18.0,1.8148521575463044,7.854999542236328,12.26,11.060300916433334,11.163566965566405,9.71,8.511707309633493,11.163566965566405,9.795091425066632,9.71,8.511707309633493,1.0842878835610825,1.1919444444444443,1.136436700983479,1.1470472014650723,0.9440277777777778,0.874570832003742,1.1470472014650723,0.988548603748864,0.9440277777777778,0.874570832003742,0.11560686524472401,0.842540979385376,9.732439041137695,10.285714285714286,9.732439041137694,10.285714285714286,9.916864122663226,9.732439041137695,9.732439041137694,0.26081645153516925,SDP,SDP,0.59,2.08,1.75,2.3062458368198726,2.3062458368198726,2.0454152789399576,2.08,1.75,0.22839940884768917,2.08,1.7470833333333333,2.3062458368198726,2.3062458368198726,2.044443056717735,2.08,1.7470833333333333,0.2296575689848071,1.2218552827835083,0.6646654009819031
108,Miguel Rojas,500743,294.0,294.0,294.0,294.0,294.0,294.0,294.0,0.0,0.00270976,1.02,-0.3457817640155554,1.02,0.22564266532814822,0.00270976,-0.3457817640155554,0.5794332098052931,0.0002784255815573273,0.1024214876033058,-0.03552878806165473,0.1024214876033058,0.022390375041069468,0.0002784255815573273,-0.03552878806165473,0.058448115856057414,98.9002687103894,107.5667483609,105.6971357905793,107.5667483609,104.0547176206229,105.6971357905793,98.9002687103894,3.723808128509556,14.8583773744547,-0.381,1.53,2.0040096376899514,2.0040096376899514,1.051003212563317,1.53,-0.381,1.0309045169977302,-0.03914743245650601,0.1536322314049587,0.2059103200358384,0.2059103200358384,0.10679837299476369,0.1536322314049587,-0.03914743245650601,0.10538305757043184,4.18,7.0,7.628571510314941,7.628571510314941,6.269523836771647,7.0,4.18,1.4996350520982498,0.42949151618948844,0.7028925619834712,0.7838293646710764,0.7838293646710764,0.6387378142813454,0.7028925619834712,0.42949151618948844,0.1516040928563227,NL,Miguel Rojas,Miguel Rojas,0.9996455311775208,SS,SS,4.63,3.80090275593102,0.46491322314049593,0.3905395903190475,14.2,3.8017097599999996,9.549999999999999,9.286799383989337,9.549999999999999,7.546169714663113,9.286799383989337,3.8017097599999996,2.649912439449507,13.917387828826904,24.2,22.021022110885745,24.2,20.046136646570883,22.021022110885745,13.917387828826904,4.424037199478991,-4.576999187469482,10.04,8.933319970965385,10.115678068826904,14.669999999999998,12.734222726896405,14.669999999999998,12.506633598574437,12.734222726896405,10.115678068826904,1.8662457272447306,1.0081487603305785,0.9178911815635789,1.0393774906854603,1.4730619834710743,1.3084307718826265,1.4730619834710743,1.273623415346387,1.3084307718826265,1.0393774906854603,0.1787535060214848,-0.4673467874526977,9.732439041137695,9.958847736625513,9.732439041137697,9.958847736625513,9.807908606300302,9.732439041137697,9.732439041137695,0.10673008259935692,LAD,LAD,1.47,1.43,2.43,2.2626416685278867,2.43,2.040880556175962,2.2626416685278867,1.43,0.43732786572827503,1.4300000000000002,2.43200826446281,2.2626416685278867,2.43200826446281,2.0415499776635655,2.2626416685278867,1.4300000000000002,0.4379241124060016,-1.1923668384552002,-0.0041380114853382
109,Brandon Lowe,664040,356.0,356.0,356.0,356.0,356.0,356.0,356.0,0.0,-0.12139928,0.36000000000000004,1.9614746766164897,1.9614746766164897,0.73335846553883,0.36000000000000004,-0.12139928,0.8903701056788837,-0.0124736748400747,0.036000000000000004,0.20153988823619687,0.20153988823619687,0.07502207113204072,0.036000000000000004,-0.0124736748400747,0.0916242064876084,113.661740785234,122.2477277397,123.9183471825476,123.9183471825476,119.9426052358272,122.2477277397,113.661740785234,4.493305095045975,19.7244219807953,5.7296,9.02,9.87582632840185,9.87582632840185,8.208475442800617,9.02,5.7296,1.7873121853379754,0.5887116246792566,0.9019999999999999,1.0147329242606173,1.0147329242606173,0.835148182979958,0.9019999999999999,0.5887116246792566,0.18023209296794462,0.65,2.0,-0.98210871219635,2.0,0.5559637626012166,0.65,-0.98210871219635,1.219255292736085,0.06678695825913099,0.2,-0.1009108516421331,0.2,0.0552920355389993,0.06678695825913099,-0.1009108516421331,0.1231149465479444,AL,Brandon Lowe,Brandon Lowe,1.05780827999115,2B,2B,-1.47,-2.2195528391748667,-0.147,-0.22805720434447307,9.9,6.25820072,11.379999999999999,10.85519229282199,11.379999999999999,9.497797670940663,10.85519229282199,6.25820072,2.300738589494888,17.713039054870606,22.1,19.45285683345555,22.1,19.755298629442052,19.45285683345555,17.713039054870606,1.8036924836738486,12.85099983215332,12.16,10.817217379808426,11.454838334870606,10.69,8.59766454063356,11.454838334870606,10.247500958501389,10.69,8.59766454063356,1.207673955423986,1.216,1.1114600701926334,1.176975091901687,1.069,0.8834028658481603,1.176975091901687,1.0431259859166158,1.069,0.8834028658481603,0.12123877661072006,1.3922923803329468,9.732439041137695,10.0,9.732439041137694,10.0,9.82162602742513,9.732439041137695,9.732439041137694,0.1261294455948741,TBR,TBR,1.04,1.82,2.21,1.9987648267028413,2.21,2.009588275567614,1.9987648267028413,1.82,0.15940066976855574,1.8199999999999998,2.207,1.9987648267028415,2.207,2.008588275567614,1.9987648267028415,1.8199999999999998,0.15814471244338016,1.4171313047409058,1.077064037322998
110,Freddy Fermin,666023,328.0,328.0,328.0,328.0,328.0,328.0,328.0,0.0,-0.23649288,-0.7399999999999999,-0.8500090036541224,-0.23649288,-0.6088339612180407,-0.7399999999999999,-0.8500090036541224,0.2670878829064919,-0.02429944631560257,-0.07565671641791044,-0.08733771668758981,-0.02429944631560257,-0.06243129314036761,-0.07565671641791044,-0.08733771668758981,0.027381742682860418,94.9199456005562,104.9973688664,104.41846322149112,104.9973688664,101.44525922948243,104.41846322149112,94.9199456005562,4.620142234701922,15.463003483333,-1.963,1.58,1.6808825499920983,1.6808825499920983,0.4326275166640328,1.58,-1.963,1.694465052491324,-0.20169661394257557,0.16153731343283584,0.17270928108434447,0.17270928108434447,0.04418332685820158,0.16153731343283584,-0.20169661394257557,0.17392318645779012,1.25,11.0,5.408981621265411,11.0,5.8863272070884705,5.408981621265411,1.25,3.9947064227740667,0.1284364581906365,1.1246268656716418,0.555768353482861,1.1246268656716418,0.6029438924483798,0.555768353482861,0.1284364581906365,0.40805880343957635,AL,Freddy Fermin,Freddy Fermin,0.853848934173584,C,C,3.78,3.6394574753940105,0.3864626865671642,0.37395122230003386,15.6,-0.9494928800000001,11.84,6.2398551676033875,11.84,5.710120762534462,6.2398551676033875,-0.9494928800000001,5.234707628691913,10.316385383605958,26.8,19.845737644618644,26.8,18.987374342741536,19.845737644618644,10.316385383605958,6.756723978080742,5.24899959564209,11.21,9.966425001621246,11.265878263605957,14.99,13.605882477015257,14.99,13.287253580207071,13.605882477015257,11.265878263605957,1.5369697366965398,1.1460970149253733,1.0240418624246732,1.1575596020675416,1.5325597014925374,1.397993084724707,1.5325597014925374,1.362704129428262,1.397993084724707,1.1575596020675416,0.1551134024224966,0.4856958389282226,9.732439041137695,9.781021897810218,9.732439041137695,9.781021897810218,9.748633326695204,9.732439041137695,9.732439041137695,0.02290217826837,KCR,KCR,1.66,1.06,2.74,2.0391330026043226,2.74,1.9463776675347741,2.0391330026043226,1.06,0.6889860492723581,1.06,2.743067164179105,2.0391330026043226,2.743067164179105,1.947400055594476,2.0391330026043226,1.06,0.6901642171540562,-0.2979917526245117,-0.0885203853249549
